FISCAL_YEAR,MONTH,YEAR,SHIPMENT_INVC_DATE,CARRIER,PO,SHIPMENT_REF,PRO_INV,SHIPMENT_VOUCHER_ID,VENDOR,VENDOR_INV,PO_VOUCHER_ID,PO_INVC_DATE,PO,ITEM_ID,FREIGHT_TOTAL,PO_ID,TOTAL_QTY_PAID,QTY,UNIT_PRICE,STK_PUR_RATIO,FREIGHT_STK_PUR,MATERIAL_COST,OUTSIDE_COST,TCM_OUT,FRT_VS_OUTSIDE_COST,ACCT_ID
2021,11,2020,12/30/2020,1004,100716,100716LW73LR768,19747914,210742,9174,76317,209863,11/18/2020,100716,LR78,176.84,100716,550,550,1.2,0.0902,0.32,3.5646,3.56,1.181,2.379,5046
2021,11,2020,12/30/2020,1004,100716,100716LW73LR768,19747914,210742,9174,76317,209863,11/18/2020,100716,LW73,176.84,100716,550,460,2.38,0.1119,0.32,2.8733,2.87,1.0185,1.8515,5046
2021,11,2020,11/26/2020,20492,100762,100762 LB50,2807719,209945,24043,174966,209847,11/18/2020,100762,LB50,89.06,100762,2205,2205,0.85,0.1136,0.04,0.3555,0.36,0.1986,0.1614,5046
2021,11,2020,11/19/2020,2200,100013,100013 VG32,131307A,209677,3225,NKS_FIX_121,210349,11/17/2020,100266,VG96,1200,100013,49920,40200,0.22,1,0.02,0.024,0.02,0.024,-0.004,5046
2021,11,2020,11/19/2020,2200,100013,100013 VG32,131307A,209677,3225,NKS_FIX_121,210349,11/17/2020,100267,VG96,1200,100013,49920,40200,0.22,1,0.02,0.024,0.02,0.024,-0.004,5046
2021,11,2020,11/19/2020,2200,100013,100013 VG32,131307A,209677,19892,NKS_FIX_121,210364,11/17/2020,100346,VA25,1200,100013,49920,420,1.3,1,0.02,0.024,0.02,0.1931,-0.1731,5046
2021,11,2020,11/19/2020,2200,100013,100013 VG32,131307A,209677,3225,NKS_FIX_121,210349,11/17/2020,100429,VG75,1200,100013,49920,40200,0.22,1,0.02,0.024,0.02,0.0321,-0.0121,5046
2021,11,2020,11/19/2020,2200,100013,100013 VG32,131307A,209677,3225,NKS_FIX_121,210349,11/17/2020,100430,VG75,1200,100013,49920,40200,0.22,1,0.02,0.024,0.02,0.0321,-0.0121,5046
2021,11,2020,11/19/2020,2200,100013,100013 VG32,131307A,209677,3225,NKS_FIX_121,210349,11/17/2020,100434,VG75,1200,100013,49920,40200,0.22,1,0.02,0.024,0.02,0.0321,-0.0121,5046
2021,11,2020,11/26/2020,2200,100685,100685 VG38,132169A,209937,12551,73160099 RI,210557,11/17/2020,100685,VG38,3000,100685,44460,44460,0.28,1,0.07,0.0675,0.07,0.0675,0.0025,5046
2021,11,2020,12/2/2020,2200,100686,100686 VG38,132170A,209998,12551,73160100 RI,210556,11/17/2020,100686,VG38,3000,100686,44460,44460,0.28,1,0.07,0.0675,0.07,0.0675,0.0025,5046
2021,11,2020,11/19/2020,2200,100013,100013 VG32,131307A,209677,8070,NKS_FIX_121,210360,11/16/2020,100515,LA47,1200,100013,49920,800,1.74,0.1139,0.02,0.211,0.21,0,0.21,5046
2021,11,2020,11/20/2020,20492,100731,100731 UC09,2800310,209778,2023,480431,209633,11/16/2020,100731,UC09,95.47,100731,112,112,7.98,1,0.85,0.8524,0.85,0.8993,-0.0493,5046
2021,11,2020,11/20/2020,20492,100732,100732 LI81,2800453,209777,20100,679743,209901,11/16/2020,100732,LI81,109.23,100732,2756,2756,1.04,0.0905,0.04,0.4379,0.44,0.466,-0.026,5046
2021,11,2020,11/19/2020,2200,100014,100014 VG32,131308A,209678,27228,NKS_FIX_121,210366,11/13/2020,99260,VI35,1200,100014,49920,123760,0.33,1,0.02,0.024,0.02,0.0214,-0.0014,5046
2021,11,2020,11/19/2020,2200,100014,100014 VG32,131308A,209678,20418,NKS_FIX_121,210365,11/12/2020,100468,XE125,1200,100014,49920,29120,0.55,1,0.02,0.024,0.02,0,0.02,5046
2021,11,2020,11/19/2020,2200,100015,100015 VG32,131309A,209679,20418,NKS_FIX_121,210365,11/12/2020,100468,XM81,1200,100015,49920,37500,0.1,1,0.02,0.024,0.02,0,0.02,5046
2021,11,2020,11/19/2020,20492,100702,100702 UC04,2795716,209712,2023,479611,209634,11/12/2020,100702,UC04,69.21,100702,36,36,9.27,1,1.92,1.9225,1.92,1.9644,-0.0444,5046
2021,11,2020,11/19/2020,20492,100667,100667LA52,2793331,209713,20440,91167003,209641,11/11/2020,100667,LA52,69.27,100667,840,840,1.3,0.1206,0.08,0.6838,0.68,0.7024,-0.0224,5046
2021,11,2020,11/19/2020,20492,100703,100703 LA27,2793924,209710,20100,679579,209495,11/11/2020,100703,LA27,76.48,100703,1780,1780,1.6,0.1214,0.04,0.3539,0.35,0.3286,0.0214,5046
2021,11,2020,11/19/2020,20492,100709,100709 VA11,2795932,209711,17249,I0133137,210082,11/11/2020,100709,VA11,350,100709,2016,2016,2,1,0.17,0.1736,0.17,0.0794,0.0906,5046
2021,11,2020,11/19/2020,2200,100014,100014 VG32,131308A,209678,12551,NKS_FIX_121,210362,11/10/2020,100013,VG32,1200,100014,49920,49920,0.22,1,0.02,0.024,0.02,0.024,-0.004,5046
2021,11,2020,11/19/2020,2200,100013,100013 VG32,131307A,209677,12551,NKS_FIX_121,210362,11/10/2020,100014,VG32,1200,100013,49920,49920,0.22,1,0.02,0.024,0.02,0.024,-0.004,5046
2021,11,2020,11/19/2020,2200,100013,100013 VG32,131307A,209677,12551,NKS_FIX_121,210362,11/10/2020,100015,VG32,1200,100013,49920,49920,0.22,1,0.02,0.024,0.02,0.024,-0.004,5046
2021,11,2020,11/19/2020,2200,100014,100014 VG32,131308A,209678,12551,NKS_FIX_121,210362,11/10/2020,100016,VG32,1200,100014,49920,49920,0.22,1,0.02,0.024,0.02,0.024,-0.004,5046
2021,11,2020,11/19/2020,20492,100671,100671 LD10,2787253,209705,24043,174717,209574,11/6/2020,100671,LD10,76.42,100671,1800,1800,1.37,0.1153,0.04,0.3682,0.37,0.3637,0.0063,5046
2021,11,2020,11/20/2020,1552,100404,100404 LC21,7398281881,209773,7184,592063,209543,11/5/2020,100404,LC21,261.32,100404,1640,1640,4.18,0.1289,0.16,1.2362,1.24,1.2362,0.0038,5046
2021,11,2020,11/19/2020,20492,100638,100638 LB07,2779310,209704,20440,91165469,209566,11/4/2020,100638,LB07,69.21,100638,900,900,0.68,0.1156,0.08,0.6652,0.67,0.3748,0.2952,5046
2021,11,2020,11/19/2020,2200,100014,100014 VG32,131308A,209678,3123,NKS_FIX_121,210336,11/3/2020,100239,VE07,1200,100014,49920,1920,0.75,1,0.02,0.024,0.02,0.0683,-0.0483,5046
2021,11,2020,11/19/2020,20492,100647,100647 YC19,2780532,209703,17297,4607850,209558,11/3/2020,100647,YC19,525,100647,504,504,4.56,1,1.04,1.0417,1.04,0.7813,0.2587,5046
2021,11,2020,11/20/2020,1004,100471,100471 WM66,15709362,209769,20887,28644,209570,11/2/2020,100471,WM66,107.65,100471,60000,60000,0.04,1,0,0.0018,0,0.0015,-0.0015,5046
2021,11,2020,12/3/2020,2006,100623,100623 SA43,1009833279,210061,12221,117264,209549,11/2/2020,100623,SA43,150.68,100623,6300,6300,1.15,1,0.02,0.0239,0.02,0.0239,-0.0039,5046
2021,10,2020,11/19/2020,2200,100013,100013 VG32,131307A,209677,2600,NKS_FIX_121,210324,10/30/2020,99757,VE49,1200,100013,49920,13356,0.78,1,0.02,0.024,0.02,0.0869,-0.0669,5046
2021,10,2020,11/13/2020,20492,100542,100542LA48 LD35,2776031,209539,20100,678800,209303,10/30/2020,100542,LA48,69.21,100542,428,428,3.28,0.1238,0.16,1.3062,1.31,0.6367,0.6733,5046
2021,10,2020,11/13/2020,20492,100542,100542LA48 LD35,2776031,209539,20100,678800,209303,10/30/2020,100542,LD35,69.21,100542,450,450,2.66,0.1127,0.15,1.3647,1.36,0.4761,0.8839,5046
2021,10,2020,11/19/2020,1552,100584,100584 LS16,7696708132,209683,9045,C0025599,209467,10/30/2020,100584,LS16,131.89,100584,460,460,0.93,0.1174,0.29,2.4422,2.44,2.4422,-0.0022,5046
2021,10,2020,11/13/2020,20492,100621,100621 LA16,2775758,209556,24043,174580,209485,10/30/2020,100621,LA16,84.66,100621,2094,2094,1.46,0.1212,0.04,0.3336,0.33,0.1861,0.1439,5046
2021,10,2020,11/4/2020,20492,100603,100603 UE04,2773343,209366,2023,476200,209289,10/29/2020,100603,UE04,69.21,100603,20,20,11.36,1,3.46,3.4605,3.46,1.9644,1.4956,5046
2021,10,2020,11/13/2020,20492,100619,100619LW89LW68,2776495,209554,22380,41165,209320,10/29/2020,100619,LW68,86.84,100619,1350,551,1.81,0.0923,0.06,0.6969,0.7,0.5191,0.1809,5046
2021,10,2020,11/13/2020,20492,100619,100619LW89LW68,2776495,209554,22380,41165,209320,10/29/2020,100619,LW89,86.84,100619,1350,1350,2.86,0.1199,0.06,0.5365,0.54,0.3996,0.1404,5046
2021,10,2020,11/20/2020,1004,100593,100593,20214832,209768,3225,INV-169491,209468,10/28/2020,100593,ZE11,216.78,100593,6240,6240,0.18,1,0.03,0.0347,0.03,0.0347,-0.0047,5046
2021,10,2020,11/1/2020,20492,100580,100580 LB50,2768952,209245,24043,174488,209165,10/27/2020,100580,LB50,133.27,100580,4410,4410,0.85,0.1136,0.03,0.266,0.27,0.1986,0.0714,5046
2021,10,2020,11/13/2020,1552,100552,100552 UC23,4673301500,209508,8077,487808,209182,10/22/2020,100552,UC23,351.49,100552,50,50,32.76,1,7.03,7.0298,7.03,7.0298,0.0002,5046
2021,10,2020,11/13/2020,13066,100265,100265 VG96,4766059,209522,3225,INV-167452,208953,10/20/2020,100265,VG96,1290,100265,40200,40200,0.21,1,0.03,0.0321,0.03,0.024,0.006,5046
2021,10,2020,10/26/2020,20492,100522,100522 UC20,2757503,209047,2023,473583,208895,10/20/2020,100522,UC20,88.44,100522,105,105,10.24,1,0.84,0.8423,0.84,0.9331,-0.0931,5046
2021,10,2020,10/26/2020,20492,100523,100523LA42LA32,2757918,209046,20100,678664,208929,10/20/2020,100523,LA32,176.56,100523,5292,830,2.59,0.1294,0.03,0.2578,0.26,0.4433,-0.1833,5046
2021,10,2020,10/26/2020,20492,100523,100523LA42LA32,2757918,209046,20100,678664,208929,10/20/2020,100523,LA42,176.56,100523,5292,5292,1.95,0.1222,0.03,0.273,0.27,0.236,0.034,5046
2021,10,2020,11/19/2020,1004,100212,100212 LA14,19596607,209669,19802,9636201,209132,10/19/2020,100212,LA14,1025.83,100212,9600,9600,1.9,0.1208,0.11,0.8846,0.88,0.8952,-0.0152,5046
2021,10,2020,11/19/2020,13066,100264,100264 VG96,4767044,209695,3225,INV-167232,208899,10/19/2020,100264,VG96,1290,100264,40200,40200,0.21,1,0.03,0.0321,0.03,0.024,0.006,5046
2021,10,2020,11/26/2020,27230,100045,100045 VG61,476771621,209947,1565,3606,209120,10/16/2020,100045,VG61,735.64,100045,13920,13920,0.58,1,0.05,0.0528,0.05,0.0177,0.0323,5046
2021,10,2020,11/19/2020,13066,100121,100121 VG96,4764499,209694,3225,INV-166683,208898,10/16/2020,100121,VG96,1290,100121,40200,40200,0.21,1,0.03,0.0321,0.03,0.024,0.006,5046
2021,10,2020,11/13/2020,1552,100329,100329 WM78,5248689762,209507,1565,3605,208904,10/16/2020,100329,WM78,163.21,100329,52800,52800,0.05,1,0,0.0031,0,0.0025,-0.0025,5046
2021,10,2020,10/21/2020,20492,100472,100472 LB50,2746284,208945,24043,174224,208934,10/15/2020,100472,LA61,133.27,100472,11000,11000,1.27,0.1188,0.01,0.102,0.1,0.1358,-0.0358,5046
2021,10,2020,10/21/2020,20492,100472,100472 LB50,2746284,208945,24043,174223,208771,10/15/2020,100472,LB50,133.27,100472,4410,4410,0.85,0.1136,0.03,0.266,0.27,0.1986,0.0714,5046
2021,10,2020,10/21/2020,20492,100481,100481LA27LA81,2751006,208947,20100,678440,208928,10/15/2020,100481,LA27,133.27,100481,2756,1780,1.6,0.1214,0.05,0.3983,0.4,0.3286,0.0714,5046
2021,10,2020,10/21/2020,20492,100481,100481LA27LA81,2751006,208947,20100,678440,208928,10/15/2020,100481,LI81,133.27,100481,2756,2756,1.04,0.0905,0.05,0.5343,0.53,0.466,0.064,5046
2021,10,2020,10/26/2020,20492,100510,100510LL20LW89,2753264,209048,22380,41049,208935,10/15/2020,100510,LL20,86.86,100510,1350,550,0.82,0.0985,0.06,0.6532,0.65,0.4641,0.1859,5046
2021,10,2020,10/26/2020,20492,100510,100510LL20LW89,2753264,209048,22380,41049,208935,10/15/2020,100510,LW89,86.86,100510,1350,1350,2.86,0.1199,0.06,0.5366,0.54,0.3996,0.1404,5046
2021,10,2020,10/26/2020,13066,100120,100120 VG96,3288051,209035,3225,INV-166210,209173,10/14/2020,100120,VG96,1680,100120,18090,18090,0.21,1,0.09,0.0929,0.09,0.024,0.066,5046
2021,10,2020,10/21/2020,20492,100285,1002855390PIO03,2750895,208946,15400,506292,208915,10/14/2020,100285,5390PIO030,93.64,100285,80,80,17.98,1,1.17,1.1705,1.17,1.1705,-0.0005,5046
2021,10,2020,11/13/2020,1004,100376,100376 LV47,43250271,209496,2177,BT 181309,209111,10/13/2020,100376,LV47,516.34,100376,4600,4600,1.91,0.1196,0.11,0.9385,0.94,0.6644,0.2756,5046
2021,10,2020,11/1/2020,27230,100478,100478 WA07,7359980456,209218,1072,28038,208952,10/13/2020,100478,WA07,237.04,100478,6000,6000,0.15,1,0.04,0.0395,0.04,0.0395,0.0005,5046
2021,10,2020,11/13/2020,1004,100359,100359LW77 LR78,19502475,209499,9174,75938,208907,10/12/2020,100359,LR78,121.9,100359,550,550,1.2,0.0902,0.22,2.4572,2.46,1.181,1.279,5046
2021,10,2020,11/13/2020,1004,100359,100359LW77 LR78,19502475,209499,9174,75938,208907,10/12/2020,100359,LW77,121.9,100359,480,480,1.6,0.1054,0.25,2.4095,2.41,1.0813,1.3287,5046
2021,10,2020,10/19/2020,20492,100416,100416 LA27,2742203,208799,20100,678208,208759,10/9/2020,100416,LA27,76.48,100416,1780,1780,1.6,0.1214,0.04,0.3539,0.35,0.3286,0.0214,5046
2021,10,2020,10/19/2020,20492,100459,100459LL20LW89,2743398,208806,22380,41005,208768,10/9/2020,100459,LL20,86.79,100459,1350,550,0.82,0.0985,0.06,0.6527,0.65,0.4641,0.1859,5046
2021,10,2020,10/19/2020,20492,100459,100459LL20LW89,2743398,208806,22380,41005,208768,10/9/2020,100459,LW89,86.79,100459,1350,1350,2.86,0.1199,0.06,0.5362,0.54,0.3996,0.1404,5046
2021,10,2020,10/14/2020,1145,100057,100057 VG96,1165354-0,208660,3225,INV-164804,208856,10/8/2020,100057,VG96,1290,100057,40200,40200,0.21,1,0.03,0.0321,0.03,0.024,0.006,5046
2021,10,2020,10/26/2020,13066,100397,100397VA01 VA04,2548375,209033,17245,94302530,208749,10/8/2020,100397,VA01,920,100397,2940,420,1.57,1,0.31,0.3129,0.31,0.2738,0.0362,5046
2021,10,2020,10/26/2020,13066,100397,100397VA01 VA04,2548375,209033,17245,94302530,208749,10/8/2020,100397,VA04,920,100397,2940,2940,1.57,1,0.31,0.3129,0.31,0.2825,0.0275,5046
2021,10,2020,10/26/2020,1004,100349,100349WO02WM78,13504988,209029,20887,28294,208931,10/7/2020,100349,WM78,141.55,100349,53000,53000,0.04,1,0,0.0027,0,0.0025,-0.0025,5046
2021,10,2020,10/26/2020,1004,100349,100349WO02WM78,13504988,209029,20887,28294,208931,10/7/2020,100349,WO02,141.55,100349,53000,4725,0.15,1,0,0.0027,0,0.0208,-0.0208,5046
2021,10,2020,10/21/2020,1145,100119,100119 VG96,1167086,208938,3225,INV-164334,208706,10/6/2020,100119,VG96,1290,100119,40200,40200,0.21,1,0.03,0.0321,0.03,0.024,0.006,5046
2021,10,2020,10/14/2020,20492,100209,100209 LC07,2734055,208667,20440,91159187,208588,10/6/2020,100209,LC07,111.37,100209,2800,2800,5.47,0.1309,0.04,0.3039,0.3,0.3039,-0.0039,5046
2021,10,2020,10/19/2020,1552,100326,100326 LB52,7083906852,208786,3127,559IL00379,208705,10/6/2020,100326,LB52,203.35,100326,450,450,2.83,0.116,0.45,3.8956,3.9,3.8602,0.0398,5046
2021,10,2020,10/14/2020,20492,100369,100369 LD10,2732888,208668,24043,173995,208600,10/6/2020,100369,LD10,76.54,100369,1800,1800,1.37,0.1153,0.04,0.3688,0.37,0.3637,0.0063,5046
2021,10,2020,10/21/2020,1145,100118,100118 VG96,1166788,208937,3225,INV-163854,208708,10/5/2020,100118,VG96,1290,100118,40200,40200,0.21,1,0.03,0.0321,0.03,0.024,0.006,5046
2021,10,2020,11/4/2020,20492,100263,100263 VG96,2719017,209388,17217,209001,208584,10/2/2020,100263,VG96,900,100263,393300,2010,0.26,1,0,0.0023,0,0.024,-0.024,5046
2021,10,2020,11/4/2020,20492,100263,100263 VG96,2719017,209388,17217,209001,208584,10/2/2020,100263,WM123,900,100263,393300,393300,0.18,1,0,0.0023,0,0.0023,-0.0023,5046
2021,10,2020,10/19/2020,20492,100337,100337UC09 TC07,2731341,208807,2023,472802,208855,10/2/2020,100337,TC07,152.93,100337,100,100,14.35,1,1.53,1.5293,1.53,1.6225,-0.0925,5046
2021,10,2020,10/14/2020,20492,100321,"100,321,100,337",2728661,208676,2023,468554,208566,10/1/2020,100321,UC04,114.56,100321,36,36,9.27,1,3.18,3.1822,3.18,1.9644,1.2156,5046
2021,10,2020,10/19/2020,20492,100337,100337UC09 TC07,2731341,208807,2023,468553,208700,10/1/2020,100337,UC09,152.93,100337,112,112,7.71,1,1.37,1.3654,1.37,0.8993,0.4707,5046
