FISCAL_YEAR,MONTH,YEAR,SHIPMENT_INVC_DATE,CARRIER,PO,SHIPMENT_REF,PRO_INV,SHIPMENT_VOUCHER_ID,VENDOR,VENDOR_INV,PO_VOUCHER_ID,PO_INVC_DATE,PO,ITEM_ID,FREIGHT_TOTAL,PO_ID,TOTAL_QTY_PAID,QTY,UNIT_PRICE,STK_PUR_RATIO,FREIGHT_STK_PUR,MATERIAL_COST,OUTSIDE_COST,TCM_OUT,FRT_VS_OUTSIDE_COST,ACCT_ID
2020,9,2020,10/2/2020,1145,100056,100056 VG96,1163663-0,208365,3225,INV-160498,208088,9/21/2020,100056,VG96,1338.75,100056,43200,43200,0.21,1,0.03,0.031,0.03,0.024,0.006,5046
2020,9,2020,10/19/2020,1004,100083,100083 LR78,19426110,208778,9174,75725,208215,9/21/2020,100083,LR78,118.01,100083,1100,1100,1.2,0.0902,0.11,1.1894,1.19,1.181,0.009,5046
2020,9,2020,9/26/2020,20492,100174,100174 LA52,2713305,208197,20440,91155936,208121,9/21/2020,100174,LA52,69.42,100174,840,840,1.27,0.1206,0.08,0.6853,0.69,0.7024,-0.0124,5046
2020,9,2020,2/2/2021,1004,100194,100194ZE02WM66.,19545066,211697,20887,28036,208343,9/21/2020,100194,WM118,111.91,100194,50000,12500,0.04,1,0,0.0022,0,0.0015,-0.0015,5046
2020,9,2020,2/2/2021,1004,100194,100194ZE02WM66.,19545066,211697,20887,28036,208343,9/21/2020,100194,WM66,111.91,100194,12500,50000,0.04,1,0.01,0.009,0.01,0.0015,0.0085,5046
2020,9,2020,2/2/2021,1004,100194,100194ZE02WM66.,19545066,211697,20887,28036,208343,9/21/2020,100194,ZE02,111.91,100194,50000,11000,0.04,1,0,0.0022,0,0.0015,-0.0015,5046
2020,9,2020,9/26/2020,20492,100203,100203 LB07,2713304,208195,20440,91157367,208298,9/21/2020,100203,LA52,133.7,100203,840,840,1.27,0.1206,0.16,1.3198,1.32,0.7024,0.6176,5046
2020,9,2020,9/26/2020,20492,100203,100203 LB07,2713304,208195,20440,91155937,208122,9/21/2020,100203,LB07,133.7,100203,3600,3600,0.66,0.1156,0.04,0.3213,0.32,0.3748,-0.0548,5046
2020,9,2020,9/26/2020,20492,100217,100217LA27 LA42,2708460,208193,20100,677318,208119,9/21/2020,100217,LA27,208.66,100217,1780,1780,1.6,0.1214,0.12,0.9656,0.97,0.3286,0.6414,5046
2020,9,2020,9/26/2020,20492,100217,100217LA27 LA42,2708460,208193,20100,677318,208119,9/21/2020,100217,LA42,208.66,100217,5292,5292,1.95,0.1222,0.04,0.3227,0.32,0.236,0.084,5046
2020,9,2020,9/19/2020,7355,98999,98999 VK78,FR43160,207940,27228,INV00400475,208301,9/18/2020,98999,VK78,250,98999,22176,22176,0.49,1,0.01,0.0113,0.01,0.07,-0.06,5046
2020,9,2020,9/26/2020,27230,99861,99861 LO91,973411880,208198,13177,92345008,208105,9/18/2020,99861,LO91,300.87,99861,6360,6360,0.09,0.0838,0.05,0.5645,0.56,0.0429,0.5171,5046
2020,9,2020,9/26/2020,20492,100200,100200 LI81,2706063,208186,20100,677240,207969,9/17/2020,100200,LI81,109.58,100200,2756,2756,1.04,0.0905,0.04,0.4393,0.44,0.466,-0.026,5046
2020,9,2020,9/26/2020,20492,100228,100228 YC19,2706554,208192,17297,4597370,208111,9/17/2020,100228,YC19,400,100228,432,432,4.56,1,0.93,0.9259,0.93,0.7813,0.1487,5046
2020,9,2020,10/14/2020,20492,100262,100262 VG96,2719016,208672,17217,209000,208635,9/17/2020,100262,VG96,900,100262,37520,37520,0.26,1,0.02,0.024,0.02,0.024,-0.004,5046
2020,9,2020,9/19/2020,7355,98999,98999 VK78,FR43160,207940,27228,INV00400332,207975,9/16/2020,98999,VK78,250,98999,22176,22176,0.49,1,0.01,0.0113,0.01,0.07,-0.06,5046
2020,9,2020,10/2/2020,1145,99260,99260 VI35,1163380-0,208366,27228,INV00400478,207990,9/16/2020,99260,VI35,1290,99260,123760,123760,0.33,1,0.01,0.0104,0.01,0.0214,-0.0114,5046
2020,9,2020,9/26/2020,20492,100218,100218 LW89,2705849,208185,22380,40837,207980,9/16/2020,100218,LW89,85.86,100218,1800,1800,2.86,0.1199,0.05,0.3978,0.4,0.3996,0.0004,5046
2020,9,2020,10/2/2020,1552,100180,100180LV01LV20,7584409420,208346,15365,60243795,207964,9/15/2020,100180,LV01,132.22,100180,220,110,19.3,0.1075,1.2,5.5907,11.18,3.5469,7.6331,5046
2020,9,2020,10/2/2020,1552,100180,100180LV01LV20,7584409420,208346,15365,60243795,207964,9/15/2020,100180,LV20,132.22,100180,220,110,8.87,0.1114,1.2,5.395,10.79,3.4227,7.3673,5046
2020,9,2020,10/26/2020,20492,100213,100213 VG93,2706815A,209071,17217,208995,208490,9/15/2020,100213,VG96,150,100213,37520,37520,0.25,1,0,0.004,0,0.024,-0.024,5046
2020,9,2020,9/26/2020,20492,100223,100223 VG93,2706815,208194,17217,208996,208494,9/15/2020,100223,VG96,750,100223,37520,37520,0.25,1,0.02,0.02,0.02,0.024,-0.004,5046
2020,9,2020,10/2/2020,20492,100224,100224 VG96,2706830,208363,17217,208997,208493,9/15/2020,100224,VG96,750,100224,37520,37520,0.25,1,0.02,0.02,0.02,0.024,-0.004,5046
2020,9,2020,10/8/2020,20492,100225,100225 VG96,2706833,208522,17217,208998,208492,9/15/2020,100225,VG96,750,100225,37520,37520,0.25,1,0.02,0.02,0.02,0.024,-0.004,5046
2020,9,2020,10/5/2020,20492,100226,100226 VG96,2706841,208485,17217,208999,208491,9/15/2020,100226,VG96,750,100226,37520,37520,0.25,1,0.02,0.02,0.02,0.024,-0.004,5046
2020,9,2020,9/16/2020,13066,98784,98784 VI30 VI22,9372590,207833,3001,14-0058173,207864,9/14/2020,98784,VI22,4500,98784,152856,31845,0.34,1,0.03,0.0294,0.03,0.0244,0.0056,5046
2020,9,2020,9/16/2020,13066,98784,98784 VI30 VI22,9372590,207833,3001,14-0058173,207864,9/14/2020,98784,VI30,4500,98784,152856,152856,0.34,1,0.03,0.0294,0.03,0.036,-0.006,5046
2020,9,2020,9/19/2020,7355,98999,98999 VK78,FR43161,207939,27228,INV00400257,207890,9/14/2020,98999,VK78,250,98999,22176,22176,0.49,1,0.01,0.0113,0.01,0.07,-0.06,5046
2020,9,2020,9/26/2020,20492,99627,99627 WK62,2701988A,208191,27228,INV00400403,208523,9/14/2020,99627,WK62,170.69,99627,556250,556250,0.04,1,0,0.0003,0,0.0003,-0.0003,5046
2020,9,2020,10/2/2020,1145,100055,100055 VG96,1161920-0,208345,3225,INV-158703,207959,9/14/2020,100055,VG96,1340,100055,40200,40200,0.21,1,0.03,0.0333,0.03,0.024,0.006,5046
2020,9,2020,10/19/2020,1004,100109,100109 LR74,98131415,208777,20309,1481421,207974,9/10/2020,100109,LR74,490.04,100109,6300,6300,0.69,0.096,0.08,0.8103,0.81,0.8103,-0.0003,5046
2020,9,2020,9/26/2020,20492,100111,100111PC2938PD7,2697626A,208190,2060,I20-04444,207756,9/10/2020,100111,PC29,69.48,100111,150,50,9,515.6676,1.39,0.0009,0,0.0009,-0.0009,5046
2020,9,2020,9/26/2020,20492,100111,100111PC2938PD7,2697626A,208190,2060,I20-04444,207756,9/10/2020,100111,PC38,69.48,100111,150,50,8,473.125,1.39,0.001,0,0.001,-0.001,5046
2020,9,2020,9/26/2020,20492,100111,100111PC2938PD7,2697626A,208190,2060,I20-04444,207756,9/10/2020,100111,PD77,69.48,100111,150,50,11.75,482.1656,1.39,0.001,0,0.001,-0.001,5046
2020,9,2020,9/16/2020,20492,100144,100144LB44 LD10,2694404,207840,24043,173466,207912,9/10/2020,100144,LB44,90.06,100144,1800,450,2.12,0.099,0.05,0.5054,0.51,0.4043,0.1057,5046
2020,9,2020,9/16/2020,20492,100144,100144LB44 LD10,2694404,207840,24043,173466,207912,9/10/2020,100144,LD10,90.06,100144,1800,1800,1.37,0.1153,0.05,0.4339,0.43,0.3637,0.0663,5046
2020,9,2020,9/16/2020,20492,100005,1000051595TEN70,2694169,207838,4097,167495,207764,9/9/2020,100005,1595TEN700,80.38,100005,80,80,14.94,1,1,1.0048,1,1.0048,-0.0048,5046
2020,9,2020,9/16/2020,20492,100107,100107 LC07,2692282,207837,20100,676751,207808,9/9/2020,100107,LC40,69.48,100107,450,450,2.78,0.1109,0.15,1.3922,1.39,0.4838,0.9062,5046
2020,9,2020,10/2/2020,1004,100135,100135 LA14,18720565,208344,19802,9633520,207805,9/9/2020,100135,LA14,633.21,100135,6400,6400,1.9,0.1208,0.1,0.819,0.82,0.8952,-0.0752,5046
2020,9,2020,9/26/2020,13066,98625,98625,1052367,208165,27044,2072076,207908,9/8/2020,98625,WM22,1895,98625,353100,353100,0.26,1,0.01,0.0054,0.01,0.0054,0.0046,5046
2020,9,2020,9/16/2020,20492,99795,99795 SC01,2691601,207839,8016,241036710,208287,9/8/2020,99795,SC01,78.22,99795,2000,2000,0.28,1,0.04,0.0391,0.04,0.0156,0.0244,5046
2020,9,2020,9/26/2020,1145,100054,100054 VG96,1160263-0,208147,3225,INV-157240,207866,9/8/2020,100054,VG96,1290,100054,40200,40200,0.21,1,0.03,0.0321,0.03,0.024,0.006,5046
2020,9,2020,9/16/2020,20492,100126,100126 LA42,2689967,207851,20100,676814,207809,9/8/2020,100126,LA42,76.84,100126,1764,1764,2.64,0.1222,0.04,0.3565,0.36,0.236,0.124,5046
2020,9,2020,9/16/2020,20492,100107,100107 LC07,2692282,207837,20100,676750,207810,9/4/2020,100107,LD35,69.48,100107,450,450,2.66,0.1127,0.15,1.37,1.37,0.4761,0.8939,5046
2020,9,2020,9/16/2020,2200,100035,100035 VG32,127348A,207829,12551,73116777 RI,207762,9/3/2020,100035,VG32,1200,100035,56160,56160,0.21,1,0.02,0.0214,0.02,0.024,-0.004,5046
2020,9,2020,9/26/2020,1004,99361,99361 WK62,19247051,208144,27228,INV00400032,207889,9/2/2020,99361,WK62,155.41,99361,300000,300000,0.04,1,0,0.0005,0,0.0003,-0.0003,5046
2020,9,2020,9/26/2020,1552,99846,99846 LC11,7766815324,208149,7184,588505,207766,9/2/2020,99846,LC11,487.76,99846,4000,4000,2.62,0.1264,0.12,0.9647,0.96,0.9556,0.0044,5046
2020,9,2020,9/26/2020,1145,100053,100053 VG96,1159733-0,208146,3225,INV-156275,207867,9/2/2020,100053,VG96,1290,100053,40200,40200,0.21,1,0.03,0.0321,0.03,0.024,0.006,5046
2020,9,2020,9/26/2020,1004,100096,100096 LD70,19496096,208143,4059,INV106889,207763,9/2/2020,100096,LD70,107.98,100096,450,450,3.71,0.1199,0.24,2.0013,2,2.1277,-0.1277,5046
2020,9,2020,9/13/2020,20492,100081,100081 UC20,2681231,207739,2023,460284,207751,9/1/2020,100081,UC20,88.65,100081,105,105,9.9,1,0.84,0.8443,0.84,0.9331,-0.0931,5046
2020,8,2020,10/2/2020,13066,98784,98784 WM47,56897,208381,3001,14-0057780,207895,8/31/2020,98784,WM47,1075,98784,139650,139650,0.42,1,0.01,0.0077,0.01,0.0077,0.0023,5046
2020,8,2020,9/9/2020,13066,98999,98999 VK78,4270798,207641,27228,INV1206860,207564,8/31/2020,98999,VK78,1290,98999,22176,22176,0.49,1,0.06,0.0582,0.06,0.07,-0.01,5046
2020,8,2020,9/13/2020,2200,100034,100034 VG32,127347A,207704,12551,73114781 RI,207598,8/31/2020,100034,VG32,1200,100034,56160,56160,0.21,1,0.02,0.0214,0.02,0.024,-0.004,5046
2020,8,2020,9/9/2020,20492,100041,100041LB50 LA16,2676308,207643,24043,173262,207623,8/31/2020,100041,LA16,300,100041,6282,6282,1.48,0.1212,0.05,0.394,0.39,0.1861,0.2039,5046
2020,8,2020,9/26/2020,20492,99983,99983 LC01,2713308,208196,20440,91151229,207572,8/28/2020,99983,LC01,127,99983,1600,1600,3.51,0.1298,0.08,0.6115,0.61,0.217,0.393,5046
2020,8,2020,9/9/2020,20492,100041,100041LB50 LA16,2676308,207643,24043,173212,207511,8/28/2020,100041,LA16,300,100041,14658,14658,1.46,0.1212,0.02,0.1689,0.17,0.1861,-0.0161,5046
2020,8,2020,9/9/2020,20492,100041,100041LB50 LA16,2676308,207643,24043,173212,207511,8/28/2020,100041,LB50,300,100041,14658,4410,0.85,0.1136,0.02,0.1802,0.18,0.1986,-0.0186,5046
2020,8,2020,9/26/2020,1004,100064,100064 LW76,18952580,208142,4059,INV106867,207599,8/28/2020,100064,LW76,107.87,100064,900,900,3.35,0.1224,0.12,0.9792,0.98,1.0448,-0.0648,5046
2020,8,2020,9/9/2020,20492,100070,100070 LA61,2677731,207644,24043,173211,207510,8/28/2020,100070,LA61,88.74,100070,2200,2200,1.25,0.1188,0.04,0.3395,0.34,0.1358,0.2042,5046
2020,8,2020,8/29/2020,13066,98979,98979 VK78,6311105,207409,27228,INV1205319,207385,8/27/2020,98979,VK78,1290,98979,22176,22176,0.49,1,0.06,0.0582,0.06,0.07,-0.01,5046
2020,8,2020,9/13/2020,2200,100033,100033 VG32,127346A,207703,12551,73113578 RI,207484,8/27/2020,100033,VG32,1200,100033,56160,56160,0.21,1,0.02,0.0214,0.02,0.024,-0.004,5046
2020,8,2020,8/31/2020,2200,99216,99216 VG32,126981A,207462,12551,73111632 RI,207363,8/24/2020,99216,VG32,1200,99216,56160,56160,0.21,1,0.02,0.0214,0.02,0.024,-0.004,5046
2020,8,2020,8/31/2020,1552,99651,99651 LC11,7766496684,207463,7184,588000,207487,8/24/2020,99651,LC11,487.76,99651,4000,4000,2.62,0.1264,0.12,0.9647,0.96,0.9556,0.0044,5046
2020,8,2020,8/29/2020,20492,99967,99967 LI81 LA27,2667491,207435,20100,676223,207298,8/24/2020,99967,LA27,133.7,99967,2756,1780,1.6,0.1214,0.05,0.3996,0.4,0.3286,0.0714,5046
2020,8,2020,8/29/2020,20492,99967,99967 LI81 LA27,2667491,207435,20100,676223,207298,8/24/2020,99967,LI81,133.7,99967,1780,2756,1.01,0.0905,0.08,0.83,0.83,0.466,0.364,5046
2020,8,2020,9/13/2020,1552,99637,99637 WM78,7195877581,207708,1565,3534,207371,8/21/2020,99637,WM78,165.01,99637,52800,52800,0.05,1,0,0.0031,0,0.0025,-0.0025,5046
2020,8,2020,8/31/2020,20492,99906,99906 LC03,2664971,207469,20440,91149783,207300,8/21/2020,99906,LC03,69.42,99906,850,850,4.5,0.1235,0.08,0.6613,0.66,0.3312,0.3288,5046
2020,8,2020,9/26/2020,1004,99951,99951 LA14,16710424,208141,19802,9632140,207384,8/21/2020,99951,LA14,474.66,99951,4800,4800,1.9,0.1208,0.1,0.8186,0.82,0.8952,-0.0752,5046
2020,8,2020,8/21/2020,13066,98999,98999 VK78,9038471,207180,27228,INV1202821,207303,8/20/2020,98999,VK78,1290,98999,22176,22176,0.49,1,0.06,0.0582,0.06,0.07,-0.01,5046
2020,8,2020,8/29/2020,20492,99928,99928 LC01,2661940,207434,20440,91149365,207299,8/20/2020,99928,LC01,223.89,99928,8000,8000,3.51,0.1298,0.03,0.2156,0.22,0.217,0.003,5046
2020,8,2020,9/9/2020,1145,97355,97355 VA21,1157104,207639,18001,15840,210084,8/19/2020,97355,VA21,1195,97355,5760,5760,4.99,1,0.21,0.2075,0.21,0.2257,-0.0157,5046
2020,8,2020,9/9/2020,13066,98988,98988 VI35,9631185,207640,27228,INV1202053,207302,8/19/2020,98988,VI35,1290,98988,123760,123760,0.33,1,0.01,0.0104,0.01,0.0214,-0.0114,5046
2020,8,2020,8/27/2020,20492,99867,99867 LA61 LB50,2661320,207322,24043,172998,207238,8/19/2020,99867,LA61,300,99867,11000,11000,1.25,0.1188,0.03,0.2296,0.23,0.1358,0.0942,5046
2020,8,2020,8/27/2020,20492,99867,99867 LA61 LB50,2661320,207322,24043,172998,207238,8/19/2020,99867,LB50,300,99867,11000,4410,0.85,0.1136,0.03,0.2401,0.24,0.1986,0.0414,5046
2020,8,2020,8/27/2020,20492,99958,99958 LW89,2663267,207323,22380,40645,207313,8/19/2020,99958,LW89,85.86,99958,1800,1800,2.86,0.1199,0.05,0.3978,0.4,0.3996,0.0004,5046
2020,8,2020,8/21/2020,20492,99868,99868 LA27,2656729,207189,20100,675670,207153,8/17/2020,99868,LA27,76.72,99868,1780,1780,1.6,0.1214,0.04,0.355,0.36,0.3286,0.0314,5046
2020,8,2020,9/13/2020,4046,99868,99868 LW05,551546602,207705,20100,675667,207233,8/17/2020,99868,LW05,107.53,99868,500,500,1.94,393.4511,0.22,0.0005,0,0.0006,-0.0006,5046
2020,8,2020,9/16/2020,1004,99905,99905 LW73 LR78,19503953,207828,9174,75306,207224,8/17/2020,99905,LR78,119.72,99905,460,550,1.2,0.0902,0.26,2.8854,2.89,1.181,1.709,5046
2020,8,2020,9/16/2020,1004,99905,99905 LW73 LR78,19503953,207828,9174,75306,207224,8/17/2020,99905,LW73,119.72,99905,550,460,2.38,0.1119,0.22,1.9452,1.95,1.0185,0.9315,5046
2020,8,2020,8/21/2020,13066,98999,98999 VK78,9038471,207180,27228,INV1199517,207155,8/14/2020,98999,VK78,1290,98999,22176,22176,0.49,1,0.06,0.0582,0.06,0.07,-0.01,5046
2020,8,2020,8/27/2020,2200,99215,99215 VG32,126228A,207319,12551,73106786 RI,207137,8/13/2020,99215,VG32,1200,99215,56160,56160,0.21,1,0.02,0.0214,0.02,0.024,-0.004,5046
2020,8,2020,9/9/2020,13066,98988,98988 VI35,9631185,207640,27228,INV1198804,207041,8/12/2020,98988,VI35,1290,98988,123760,123760,0.33,1,0.01,0.0104,0.01,0.0214,-0.0114,5046
2020,8,2020,9/13/2020,13066,98988,98988 VI35,9631146,207713,27228,INV1200207,207156,8/12/2020,98988,VI35,1290,98988,123760,123760,0.33,1,0.01,0.0104,0.01,0.0214,-0.0114,5046
2020,8,2020,8/29/2020,17205,99238,99238 WK02,5029815574,207413,17170,29405-04,207148,8/11/2020,99238,WK02,213.34,99238,225000,225000,0.03,1,0,0.0009,0,0.0006,-0.0006,5046
2020,8,2020,8/14/2020,20492,99856,99856 UC30,2648068,207062,2023,454501,207020,8/11/2020,99856,UC30,82.08,99856,96,96,7.89,1,0.86,0.855,0.86,0.709,0.151,5046
2020,8,2020,8/14/2020,20492,99890,99890 LB50 LA60,2648171,207064,24043,172850,206931,8/11/2020,99890,LA60,105.77,99890,2205,450,1.24,0.1205,0.05,0.3981,0.4,0.3362,0.0638,5046
2020,8,2020,8/14/2020,20492,99890,99890 LB50 LA60,2648171,207064,24043,172850,206931,8/11/2020,99890,LB50,105.77,99890,2205,2205,0.85,0.1136,0.05,0.4223,0.42,0.1986,0.2214,5046
2020,8,2020,8/14/2020,20492,98855,98855 LC01,2645565,207063,20440,91147134,207083,8/10/2020,98855,LC01,69.42,98855,800,800,3.51,0.1298,0.09,0.6685,0.67,0.217,0.453,5046
2020,8,2020,8/21/2020,2200,99214,99214 VG32,126226A,207171,12551,73104942 RI,207022,8/10/2020,99214,VG32,1200,99214,56160,56160,0.21,1,0.02,0.0214,0.02,0.024,-0.004,5046
2020,8,2020,8/14/2020,20492,99729,99729 LA52,2644566,207061,20440,91146799,206923,8/7/2020,99729,LA52,69.42,99729,840,840,1.27,0.1206,0.08,0.6853,0.69,0.7024,-0.0124,5046
2020,8,2020,9/13/2020,1004,99826,99826 LW77 LW73,18918653,207702,9174,75243,207223,8/7/2020,99826,LW73,124.85,99826,480,460,2.38,0.1119,0.26,2.3244,2.32,1.0185,1.3015,5046
2020,8,2020,9/13/2020,1004,99826,99826 LW77 LW73,18918653,207702,9174,75243,207223,8/7/2020,99826,LW77,124.85,99826,480,480,1.6,0.1054,0.26,2.4678,2.47,1.0813,1.3887,5046
2020,8,2020,8/14/2020,20492,99870,99870 LW89,2643522,207060,22380,40564,206897,8/7/2020,99870,LW89,85.86,99870,1800,1800,2.86,0.1199,0.05,0.3978,0.4,0.3996,0.0004,5046
2020,8,2020,8/31/2020,27230,99786,99786 LR74,333231356,207471,20309,1473385,207234,8/6/2020,99786,LR74,235.97,99786,1574,1574,0.69,0.096,0.15,1.5616,1.56,0.8103,0.7497,5046
2020,8,2020,8/12/2020,20492,99827,99827 UC09,2641179,206968,2023,453531,206859,8/6/2020,99827,UC09,95.78,99827,112,112,7.71,1,0.86,0.8552,0.86,0.8993,-0.0393,5046
2020,8,2020,9/26/2020,13066,98988,98988 VI35,3871228,208162,27228,INV1196101,206892,8/5/2020,98988,VI35,1290,98988,123760,123760,0.33,1,0.01,0.0104,0.01,0.0214,-0.0114,5046
2020,8,2020,8/12/2020,20492,99817,99817 LB07,2636603,206969,20440,91146328,206890,8/5/2020,99817,LB07,69.42,99817,900,900,0.66,0.1156,0.08,0.6672,0.67,0.3748,0.2952,5046
2020,8,2020,8/7/2020,20492,99828,99828 LW89,2636569,206827,22380,40532,206896,8/3/2020,99828,LW89,85.86,99828,1800,1800,2.86,0.1199,0.05,0.3978,0.4,0.3996,0.0004,5046
2020,8,2020,9/26/2020,20492,100116,100116 WM123,2685781A,208189,17217,208793,207795,8/1/2020,100116,WM123,750,100116,418500,418500,0.18,1,0,0.0018,0,0.0023,-0.0023,5046
2020,7,2020,8/31/2020,1004,99717,99717 LR74,98131482,207461,20309,1472103,206886,7/31/2020,99717,LR74,202.06,99717,1575,1575,0.69,0.096,0.13,1.3364,1.34,0.8103,0.5297,5046
2020,7,2020,8/12/2020,13066,99590,99590 VA21,9152754,206957,18001,15817,206618,7/30/2020,99590,VA21,1195,99590,5760,5760,4.99,1,0.21,0.2075,0.21,0.2257,-0.0157,5046
2020,7,2020,8/29/2020,1004,99766,99766 LA16,17763973,207392,19802,9630325,206921,7/30/2020,99766,LA14,618.69,99766,4800,4800,1.9,0.1208,0.13,1.067,1.07,0.8952,0.1748,5046
2020,7,2020,8/18/2020,1004,99769,99769 LS14,17052533,207090,22172,90845270,206793,7/30/2020,99769,LS14,194.59,99769,1800,1800,1.39,0.1199,0.11,0.9016,0.9,1.1909,-0.2909,5046
2020,7,2020,8/4/2020,20492,99781,99781 LB50,2630461,206768,24043,172582,206626,7/30/2020,99781,LB50,88.92,99781,2205,2205,0.85,0.1136,0.04,0.355,0.35,0.1986,0.1514,5046
2020,7,2020,8/29/2020,1004,99805,99805 LB39,19104851,207391,17352,56618,206883,7/30/2020,99805,LB39,112.87,99805,450,450,2.25,0.1055,0.25,2.3775,2.38,2.3775,0.0025,5046
