FISCAL_YEAR,MONTH,YEAR,SHIPMENT_INVC_DATE,CARRIER,PO,SHIPMENT_REF,PRO_INV,SHIPMENT_VOUCHER_ID,VENDOR,VENDOR_INV,PO_VOUCHER_ID,PO_INVC_DATE,PO,ITEM_ID,FREIGHT_TOTAL,PO_ID,TOTAL_QTY_PAID,QTY,UNIT_PRICE,STK_PUR_RATIO,FREIGHT_STK_PUR,MATERIAL_COST,OUTSIDE_COST,TCM_OUT,FRT_VS_OUTSIDE_COST,ACCT_ID
2020,7,2020,8/29/2020,1552,98504,98504 WM65,7294742210,207402,27044,2071742,206796,7/29/2020,98504,WM65,739,98504,100200,100200,0.2,1,0.01,0.0074,0.01,0.0074,0.0026,5046
2020,7,2020,8/18/2020,27230,99671,99671 PB75 PB77,595886745,207111,3604,72001,206789,7/29/2020,99671,PB75,144.63,99671,400,400,28.5,490.285,0.36,0.0007,0,0.0011,-0.0011,5046
2020,7,2020,8/18/2020,27230,99671,99671 PB75 PB77,595886745,207111,3604,72001,206789,7/29/2020,99671,PB77,144.63,99671,400,100,27,425.2809,0.36,0.0009,0,0.0012,-0.0012,5046
2020,7,2020,8/7/2020,20492,99751,99751 LA27,2628114,206826,20100,675097,206699,7/29/2020,99751,LA27,76.72,99751,1780,1780,1.6,0.1214,0.04,0.355,0.36,0.3286,0.0314,5046
2020,7,2020,7/31/2020,20492,98854,98854 LC01,2623913,206647,20440,91145075,206697,7/27/2020,98854,LC01,136.44,98854,4800,4800,3.51,0.1298,0.03,0.219,0.22,0.217,0.003,5046
2020,7,2020,7/31/2020,20492,99721,99721 LA27,2621943,206645,20100,675007,206592,7/24/2020,99721,LA27,76.78,99721,1780,1780,1.6,0.1214,0.04,0.3553,0.36,0.3286,0.0314,5046
2020,7,2020,8/18/2020,1004,99739,99739 LW76,17497195,207089,4059,INV106741,206571,7/24/2020,99739,LW76,118.72,99739,900,900,3.35,0.1224,0.13,1.0777,1.08,1.0448,0.0352,5046
2020,7,2020,10/26/2020,20492,99742,99742 TC07,2621915A,209051,2023,450386,206557,7/24/2020,99742,TC07,153.43,99742,100,100,14.35,1,1.53,1.5343,1.53,1.6225,-0.0925,5046
2020,7,2020,7/31/2020,20492,99668,99668 LA52,2618768,206646,20440,91143745,206591,7/23/2020,99668,LA52,69.48,99668,840,840,1.27,0.1206,0.08,0.6859,0.69,0.7024,-0.0124,5046
2020,7,2020,8/18/2020,1004,99712,99712 LA14,17763971,207088,19802,9629653,206620,7/23/2020,99712,LA14,619,99712,4800,4800,1.9,0.1208,0.13,1.0675,1.07,0.8952,0.1748,5046
2020,7,2020,7/31/2020,13066,98979,98979 VK78,6310947,206642,27228,INV1191487,206702,7/22/2020,98979,VK78,1290,98979,22176,22176,0.49,1,0.06,0.0582,0.06,0.07,-0.01,5046
2020,7,2020,7/31/2020,13066,98979,98979 VK78,6310947,206642,27228,INV1189756,206706,7/22/2020,98979,VK78,1290,98979,20592,20592,0.49,1,0.06,0.0626,0.06,0.07,-0.01,5046
2020,7,2020,7/31/2020,13066,98979,98979 VK78,6310947,206642,27228,INV1189724,206708,7/22/2020,98979,VK78,1290,98979,1584,1584,0.49,1,0.81,0.8144,0.81,0.07,0.74,5046
2020,7,2020,8/14/2020,13066,99195,99195 VE22,8372783,207054,12551,73096301 RI,206829,7/22/2020,99195,VE22,2695,99195,12180,12180,0.72,1,0.22,0.2213,0.22,0.3703,-0.1503,5046
2020,7,2020,8/14/2020,13066,99197,99197 VE22,8533540,207055,12551,73096255 RI,206830,7/22/2020,99197,VE22,2695,99197,12180,12180,0.72,1,0.22,0.2213,0.22,0.3703,-0.1503,5046
2020,7,2020,7/31/2020,2200,99213,99213 VG32,124842A,206634,12551,73096155 RI,206565,7/22/2020,99213,VG32,1200,99213,54000,54000,0.2,1,0.02,0.0222,0.02,0.024,-0.004,5046
2020,7,2020,8/7/2020,1552,99705,99705 LI70,4970145541,206818,2352,11765572,206562,7/22/2020,99705,LI70,186.96,99705,904,904,4.31,0.1045,0.21,1.9791,1.98,1.9791,0.0009,5046
2020,7,2020,7/30/2020,20492,99564,99564 LA52,2616438,206547,20440,91145109,206736,7/21/2020,99564,LA52,69.48,99564,840,840,1.27,0.1206,0.08,0.6859,0.69,0.7024,-0.0124,5046
2020,7,2020,8/12/2020,1004,99702,99702 LD70,18952756,206953,4059,INV106730,206570,7/21/2020,99702,LD70,107.92,99702,450,450,3.71,0.1199,0.24,2.0002,2,2.1277,-0.1277,5046
2020,7,2020,8/4/2020,13066,98979,98979 VK78,8156970,206751,27228,INV1188680,206473,7/20/2020,98979,VK78,1290,98979,199584,22176,0.49,1,0.06,0.0065,0.06,0.07,-0.01,5046
2020,7,2020,7/24/2020,20492,99688,99688 LI81,2614699,206498,20100,674821,206422,7/20/2020,99688,LI81,109.67,99688,2756,2756,1.04,0.0905,0.04,0.4397,0.44,0.466,-0.026,5046
2020,7,2020,7/31/2020,2200,99212,99212 VG32,124399A,206633,12551,73093488 RI,206413,7/17/2020,99212,VG32,1200,99212,56160,56160,0.2,1,0.02,0.0214,0.02,0.024,-0.004,5046
2020,7,2020,7/24/2020,20492,99691,99691 LW89,2612684,206499,22380,40415,206426,7/17/2020,99691,LW89,85.93,99691,1800,1800,2.86,0.1199,0.05,0.3982,0.4,0.3996,0.0004,5046
2020,7,2020,7/20/2020,1004,98659,98659 WM08,18180455-2,206343,20887,27187,206331,7/16/2020,98659,WM08,10,98659,57200,57200,0.04,1,0,0.0002,0,0.0018,-0.0018,5046
2020,7,2020,7/20/2020,20492,99655,99655 LA27 LD35,2609437,206397,20100,674648,206737,7/16/2020,99655,LA27,92.22,99655,1780,1780,1.6,0.1214,0.05,0.4268,0.43,0.3286,0.1014,5046
2020,7,2020,7/20/2020,20492,99655,99655 LA27 LD35,2609437,206397,20100,674648,206737,7/16/2020,99655,LD35,92.22,99655,1780,450,2.56,0.1127,0.05,0.4597,0.46,0.4761,-0.0161,5046
2020,7,2020,7/20/2020,20492,99568,99568 VA01/VA11,2607453,206396,17249,I0131642,206512,7/15/2020,99568,VA01,500,99568,1764,3672,1.88,1,0.28,0.2834,0.28,0.2738,0.0062,5046
2020,7,2020,7/20/2020,20492,99568,99568 VA01/VA11,2607453,206396,17249,I0131642,206512,7/15/2020,99568,VA11,500,99568,3672,1764,1.81,1,0.14,0.1362,0.14,0.0794,0.0606,5046
2020,7,2020,7/20/2020,20492,99648,99648 LB50,2607407,206394,24043,172269,206341,7/15/2020,99648,LB50,88.99,99648,2205,2205,0.85,0.1136,0.04,0.3553,0.36,0.1986,0.1614,5046
2020,7,2020,7/24/2020,2200,99211,99211 VG32,124398A,206479,12551,73091613 RI,206287,7/14/2020,99211,VG32,1200,99211,56160,56160,0.2,1,0.02,0.0214,0.02,0.024,-0.004,5046
2020,7,2020,7/31/2020,13066,98979,98979 VK78,6310947,206642,27228,INV1185884,206329,7/13/2020,98979,VK78,1290,98979,22176,22176,0.49,1,0.06,0.0582,0.06,0.07,-0.01,5046
2020,7,2020,7/31/2020,13066,99196,99196 VE22,6014842,206644,12551,73090982 RI,206288,7/13/2020,99196,VE22,2695,99196,12180,12180,0.72,1,0.22,0.2213,0.22,0.3703,-0.1503,5046
2020,7,2020,8/14/2020,20492,98855,98855 LC01,2645565,207063,20440,91141197,206328,7/10/2020,98855,LC01,69.42,98855,7200,7200,3.41,0.1298,0.01,0.0743,0.07,0.217,-0.147,5046
2020,7,2020,8/4/2020,1004,99437,99437 WK48,18634967,206749,20887,27132,206332,7/10/2020,99437,WK48,167.13,99437,11250,11250,0.06,1,0.01,0.0149,0.01,0.0149,-0.0049,5046
2020,7,2020,7/20/2020,20492,99631,99631 LA18,2601075,206366,20100,674481,206327,7/10/2020,99631,LA18,77.14,99631,1800,1800,2.52,0.1189,0.04,0.3604,0.36,0.4824,-0.1224,5046
2020,7,2020,7/20/2020,2200,99210,99210 VG32,123903A,206392,12551,73089323 RI,206289,7/9/2020,99210,VG32,1200,99210,56160,56160,0.2,1,0.02,0.0214,0.02,0.024,-0.004,5046
2020,7,2020,7/15/2020,20492,99616,"99616 LA18,LA27",2598673,206244,20100,674439,206421,7/9/2020,99616,LA18,95.8,99616,1780,450,2.52,0.1189,0.05,0.4527,0.45,0.4824,-0.0324,5046
2020,7,2020,7/15/2020,20492,99616,"99616 LA18,LA27",2598673,206244,20100,674439,206421,7/9/2020,99616,LA27,95.8,99616,450,1780,1.6,0.1214,0.21,1.7536,1.75,0.3286,1.4214,5046
2020,7,2020,7/24/2020,1552,99598,99598 LI70,5069887130,206480,2352,11761119,206293,7/8/2020,99598,LI70,186.95,99598,904,904,4.31,0.1045,0.21,1.979,1.98,1.9791,0.0009,5046
2020,7,2020,7/31/2020,20492,98854,98854 LC01,2623913,206647,20440,91140492,206170,7/7/2020,98854,LC01,136.44,98854,1600,1600,3.41,0.1298,0.09,0.657,0.66,0.217,0.443,5046
2020,7,2020,7/15/2020,20492,99472,99472 LC03,2594811,206242,20440,91140491,206169,7/7/2020,99472,LC03,76.78,99472,1700,1700,4.44,0.1235,0.05,0.3657,0.37,0.3312,0.0388,5046
2020,7,2020,7/20/2020,21355,98750,98750 VI35,55077,206369,27228,INV1183045,206172,7/6/2020,98750,VI35,1345,98750,110500,110500,0.33,1,0.01,0.0122,0.01,0.0214,-0.0114,5046
2020,7,2020,7/31/2020,13066,99181,99181 WM120,3928347,206643,988,26257,206551,7/6/2020,99181,WM120,3990,99181,180000,90000,0.24,1,0.02,0.0222,0.02,0,0.02,5046
2020,7,2020,7/13/2020,20492,99583,99583 LA61,2592266,206075,24043,172051,206124,7/6/2020,99583,LA61,69.42,99583,450,450,1.29,0.1188,0.15,1.2985,1.3,0.1358,1.1642,5046
2020,7,2020,7/13/2020,2200,99209,99209 VG32,123902A,206035,12551,73085309 RI,206085,7/2/2020,99209,VG32,1200,99209,56160,56160,0.2,1,0.02,0.0214,0.02,0.024,-0.004,5046
2020,7,2020,8/4/2020,27230,99181,99181 WM120,503508040,206770,988,26247,206603,7/1/2020,99181,WM120,1959.06,99181,90000,90000,0.24,1,0.02,0.0218,0.02,0,0.02,5046
2020,6,2020,7/20/2020,21355,98750,98750 VI35,55077,206369,27228,INV1179714,206178,6/30/2020,98750,VI35,1345,98750,123760,123760,0.33,1,0.01,0.0109,0.01,0.0214,-0.0114,5046
2020,6,2020,7/20/2020,21355,98750,98750 VI35,55077,206369,27228,INV1178908,206177,6/29/2020,98750,VI35,1345,98750,123760,123760,0.33,1,0.01,0.0109,0.01,0.0214,-0.0114,5046
2020,6,2020,7/20/2020,1552,99452,99452 LD11,7291764476,206353,7184,585231,205912,6/29/2020,99452,LD11,132.11,99452,1764,1764,1.4,0.1155,0.07,0.6484,0.65,1.0982,-0.4482,5046
2020,6,2020,6/30/2020,20492,98245,98245 VA01 VA11,2581691,205893,17249,I0131370,205808,6/25/2020,98245,VA01,375,98245,1008,1008,1.88,1,0.37,0.372,0.37,0.2738,0.0962,5046
2020,6,2020,6/30/2020,20492,98245,98245 VA01 VA11,2581691,205893,17249,I0131370,205808,6/25/2020,98245,VA11,375,98245,2772,2772,1.81,1,0.14,0.1353,0.14,0.0794,0.0606,5046
2020,6,2020,7/20/2020,1004,99434,99434 LW73LR76+,15681485,206348,9174,74773,205914,6/25/2020,99434,LB85,240.38,99434,920,40,11,431.0934,0.26,0.0006,0,0.0002,-0.0002,5046
2020,6,2020,7/20/2020,1004,99434,99434 LW73LR76+,15681485,206348,9174,74773,205914,6/25/2020,99434,LR76,240.38,99434,550,480,1.89,0.1091,0.44,4.006,4.01,0.9764,3.0336,5046
2020,6,2020,7/20/2020,1004,99434,99434 LW73LR76+,15681485,206348,9174,74773,205914,6/25/2020,99434,LR77,240.38,99434,500,500,2,0.1029,0.48,4.6721,4.67,0.9382,3.7318,5046
2020,6,2020,7/20/2020,1004,99434,99434 LW73LR76+,15681485,206348,9174,74773,205914,6/25/2020,99434,LR78,240.38,99434,920,550,1.2,0.0902,0.26,2.8967,2.9,1.181,1.719,5046
2020,6,2020,7/20/2020,1004,99434,99434 LW73LR76+,15681485,206348,9174,74773,205914,6/25/2020,99434,LW73,240.38,99434,920,920,2.38,0.1119,0.26,2.335,2.33,1.0185,1.3115,5046
2020,6,2020,6/30/2020,20492,99496,99496 LA18 LI89,2579293,205891,20100,673969,205814,6/25/2020,99496,LA18,133.7,99496,2756,900,2.45,0.1189,0.05,0.408,0.41,0.4824,-0.0724,5046
2020,6,2020,6/30/2020,20492,99496,99496 LA18 LI89,2579293,205891,20100,673969,205814,6/25/2020,99496,LI81,133.7,99496,2756,2756,1.04,0.0905,0.05,0.536,0.54,0.466,0.074,5046
2020,6,2020,7/20/2020,1004,99379,99379 LW76,18246170,206347,4059,INV106649,205794,6/24/2020,99379,LW76,112.87,99379,450,450,3.35,0.1224,0.25,2.0492,2.05,1.0448,1.0052,5046
2020,6,2020,6/30/2020,20492,99484,99484 LB07,2578243,205892,20440,91137997,205813,6/24/2020,99484,LB07,76.72,99484,1800,1800,0.64,0.1156,0.04,0.3687,0.37,0.3748,-0.0048,5046
2020,6,2020,6/29/2020,20492,99493,"99493 UC04,UC09",2577248,205780,2023,441754,205679,6/24/2020,99493,UC04,103.43,99493,112,36,9.27,1,0.92,0.9235,0.92,1.9644,-1.0444,5046
2020,6,2020,6/29/2020,20492,99493,"99493 UC04,UC09",2577248,205780,2023,441754,205679,6/24/2020,99493,UC09,103.43,99493,36,112,7.71,1,2.87,2.8731,2.87,0.8993,1.9707,5046
2020,6,2020,9/26/2020,13066,98901,98901 VE14,5533962,208163,17299,4247901,206157,6/23/2020,98901,VE14,675,98901,10800,10800,0.72,1,0.06,0.0625,0.06,0.0625,-0.0025,5046
2020,6,2020,7/13/2020,1552,99476,99476 LI70,5069892391,206037,2352,11756078,205834,6/23/2020,99476,LI70,186.64,99476,904,904,4.31,0.1045,0.21,1.9757,1.98,1.9791,0.0009,5046
2020,6,2020,7/20/2020,1004,99480,99480 LS14,17052517,206345,22172,90843417,205802,6/23/2020,99480,LS14,194.4,99480,1800,1800,1.39,0.1199,0.11,0.9008,0.9,1.1909,-0.2909,5046
2020,6,2020,6/29/2020,20492,99497,99497 LB65,2576024,205781,22380,40236,205903,6/23/2020,99497,LB65,69.42,99497,475,475,2.93,0.1146,0.15,1.2753,1.28,1.2753,0.0047,5046
2020,6,2020,6/30/2020,1552,98683,98683 LC90,7235263081,205885,7184,584847,205692,6/22/2020,98683,LC90,638.92,98683,5280,5280,3.02,0.1211,0.12,0.9992,1,0.9992,0.0008,5046
2020,6,2020,7/7/2020,27230,99384,99384 LD11,668070476,205994,7184,584893,205693,6/22/2020,99384,LD11,134.67,99384,1764,1764,1.4,0.1155,0.08,0.661,0.66,1.0982,-0.4382,5046
2020,6,2020,1/10/2021,1004,99433,99433 LR74,16727562,210929,20309,1463299,205815,6/22/2020,99433,LR74,131.13,99433,525,525,0.69,0.096,0.25,2.6018,2.6,0.8103,1.7897,5046
2020,6,2020,12/28/2020,1004,99433,99433 LR74,16727570,210646,20309,1463344,205822,6/22/2020,99433,LR74,107.76,99433,1049,1049,0.69,0.096,0.1,1.0701,1.07,0.8103,0.2597,5046
2020,6,2020,7/14/2020,3123,99471,99471 VG01,11023303,206080,3123,3035,205792,6/22/2020,99471,VG01,1200,99471,43264,43264,0.22,1,0.03,0.0277,0.03,0.0184,0.0116,5046
2020,6,2020,6/29/2020,20492,99473,99473 LB50,2573518,205779,24043,171795,205724,6/22/2020,99473,LB50,133.49,99473,4410,4410,0.85,0.1136,0.03,0.2665,0.27,0.1986,0.0714,5046
2020,6,2020,7/20/2020,1004,99481,99481 LC13,17277569,206344,13194,138093,205801,6/22/2020,99481,LC13,158.98,99481,2000,2000,2.88,0.1316,0.08,0.604,0.6,0.604,-0.004,5046
2020,6,2020,6/29/2020,20492,99485,99485 LD10,2574175,205778,24043,171794,205725,6/22/2020,99485,LD10,76.6,99485,1800,1800,1.37,0.1153,0.04,0.3691,0.37,0.3637,0.0063,5046
2020,6,2020,6/29/2020,1552,98192,98192 LC11,7235263066,205754,7184,584736,205694,6/18/2020,98192,LC11,487.41,98192,4000,4000,2.48,0.1264,0.12,0.964,0.96,0.9556,0.0044,5046
2020,6,2020,7/7/2020,27230,99084,99084 LO48,882061025,205993,1237,1370678,205844,6/18/2020,99084,LO48,218.21,99084,1449,1449,1.52,0.1475,0.15,1.021,1.02,1.021,-0.001,5046
2020,6,2020,7/1/2020,13066,99160,99160 VE22,8445061,205939,12551,73078079 RI,205686,6/18/2020,99160,VE22,2500,99160,12180,12180,0.71,1,0.21,0.2053,0.21,0.3703,-0.1603,5046
2020,6,2020,7/13/2020,20492,99443,99443 LD10,2569342,206073,24043,171727,205580,6/18/2020,99443,LD10,76.6,99443,1800,1800,1.37,0.1153,0.04,0.3691,0.37,0.3637,0.0063,5046
2020,6,2020,7/13/2020,20492,99457,99457 LD10,2569998,206074,24043,171726,205581,6/18/2020,99457,LD10,133.49,99457,3600,3600,1.37,0.1153,0.04,0.3216,0.32,0.3637,-0.0437,5046
2020,6,2020,6/29/2020,20492,99131,99131 LB07,2564317,205772,20440,91136489,205516,6/17/2020,99131,LB07,69.31,99131,450,450,0.64,0.1156,0.15,1.3324,1.33,0.3748,0.9552,5046
2020,6,2020,6/29/2020,20492,99404,"99404 LA32,LA27",2566925,205773,20100,673613,205845,6/17/2020,99404,LA27,123.33,99404,1780,1780,1.6,0.1214,0.07,0.5707,0.57,0.3286,0.2414,5046
2020,6,2020,6/29/2020,20492,99404,"99404 LA32,LA27",2566925,205773,20100,673613,205845,6/17/2020,99404,LA32,123.33,99404,830,830,2.65,0.1294,0.15,1.1483,1.15,0.4433,0.7067,5046
2020,6,2020,6/29/2020,20492,99432,99432 LB50,2567352,205774,24043,171714,205520,6/17/2020,99432,LB50,92.36,99432,2205,2205,0.85,0.1136,0.04,0.3687,0.37,0.1986,0.1714,5046
2020,6,2020,6/29/2020,1552,98366,98366,7235263044,205752,7184,584586,205695,6/16/2020,98366,LC11,548.41,98366,4000,4000,2.48,0.1264,0.14,1.0847,1.08,0.9556,0.1244,5046
2020,6,2020,6/29/2020,20492,98853,98853 LC01,2563605,205786,20440,91136279,205515,6/16/2020,98853,LC01,126.69,98853,3200,3200,3.41,0.1298,0.04,0.305,0.31,0.217,0.093,5046
2020,6,2020,6/29/2020,20492,99417,99417 UE04,2564477,205771,2023,439587,205487,6/16/2020,99417,UE04,69.26,99417,20,20,11.36,1,3.46,3.463,3.46,1.9644,1.4956,5046
2020,6,2020,7/13/2020,1004,99142,99142 WK02,98650241,206034,17170,28019-04,205709,6/15/2020,99142,WK02,107.7,99142,112500,112500,0.03,1,0,0.001,0,0.0006,-0.0006,5046
2020,6,2020,6/22/2020,20492,99383,99383 LA27,2562730,205556,20100,673544,205418,6/15/2020,99383,LA27,76.54,99383,1780,1780,1.6,0.1214,0.04,0.3542,0.35,0.3286,0.0214,5046
2020,6,2020,7/13/2020,1004,99347,99347 LR78,18050391,206033,9174,74631,205504,6/12/2020,99347,LR78,107.7,99347,550,550,1.2,0.0902,0.2,2.1709,2.17,1.181,0.989,5046
2020,6,2020,8/18/2020,17205,99360,99360 WK15,5029824902,207100,27228,INV1171859,205437,6/12/2020,99360,VK29,240.81,99360,83424,83424,0.27,1,0,0.0029,0,0.0064,-0.0064,5046
2020,6,2020,6/22/2020,1145,99360,99360 VK29,1141121,205531,27228,INV1171859,205437,6/12/2020,99360,WK15,535,99360,83424,44500,0.56,1,0.01,0.0064,0.01,0.0068,0.0032,5046
2020,6,2020,6/22/2020,20492,99391,99391 UC09,2560681,205554,2023,438893,205351,6/12/2020,99391,UC09,95.55,99391,112,112,7.71,1,0.85,0.8531,0.85,0.8993,-0.0493,5046
2020,6,2020,6/29/2020,1552,99350,99350 LA99,7292426956,205751,7136,1135112585,205567,6/11/2020,99350,LA99,193,99350,485,485,3.96,0.1135,0.4,3.5061,3.51,1.3374,2.1726,5046
2020,6,2020,7/13/2020,27230,98302,98302 LC11,694257734,206025,7184,584322,205231,6/10/2020,98302,LC11,249.58,98302,4000,4000,2.48,0.1264,0.06,0.4936,0.49,0.9556,-0.4656,5046
2020,6,2020,7/13/2020,1004,99319,99319 LA14,19031799,206032,19802,9626238,205573,6/9/2020,99319,LA14,437.89,99319,4800,4800,1.95,0.1208,0.09,0.7552,0.76,0.8952,-0.1352,5046
2020,6,2020,6/16/2020,20492,99351,99351 LB50,2554921,205403,24043,171530,205383,6/9/2020,99351,LB50,88.63,99351,2205,2205,0.85,0.1136,0.04,0.3538,0.35,0.1986,0.1514,5046
2020,6,2020,6/16/2020,20492,99373,99373 LW89,2556235,205404,22380,40137,205382,6/9/2020,99373,LW89,85.66,99373,1800,1800,2.86,0.1199,0.05,0.3969,0.4,0.3996,0.0004,5046
2020,6,2020,6/16/2020,20492,99203,99203 LA42,2552443,205406,20100,673357,205223,6/8/2020,99203,LA42,69.21,99203,882,882,2.71,0.1222,0.08,0.6421,0.64,0.236,0.404,5046
2020,6,2020,6/16/2020,20492,98936,98936 WM45,2551072,205405,27228,INV1170056,205224,6/4/2020,98936,WM45,81.1,98936,89600,89600,0.08,1,0,0.0009,0,0.0009,-0.0009,5046
2020,6,2020,7/14/2020,3123,99254,99254 LR08,11023244,206081,3123,3017,205162,6/2/2020,99254,LR08,201.8,99254,14908,14908,0.71,0.113,0.01,0.1198,0.12,0.9633,-0.8433,5046
2020,6,2020,6/11/2020,20492,98477,98477 LC01,2543392,205242,20440,91133366,205222,6/1/2020,98477,LC01,133.27,98477,4000,4000,3.41,0.1298,0.03,0.2567,0.26,0.217,0.043,5046
2020,5,2020,7/7/2020,27230,97363,97363 WO16,680585986,205984,19240,Z97363,204813,5/29/2020,97363,WO16,214.03,97363,2268,2268,0,1,0.09,0.0944,0.09,0.02,0.07,5046
2020,5,2020,6/3/2020,1145,98042,98042 VI35,1136996-0,205044,27228,INV1164611,205122,5/29/2020,98042,VI35,1035,98042,53040,53040,0.33,1,0.02,0.0195,0.02,0.0214,-0.0014,5046
2020,5,2020,6/1/2020,13066,98259,98259 VK78,8459476,204932,27228,INV1164629,205121,5/29/2020,98259,VK78,750,98259,12672,12672,0.49,1,0.06,0.0592,0.06,0.07,-0.01,5046
2020,5,2020,6/22/2020,2200,98724,98724 VG28,121653A,205532,12551,Z98724,205042,5/29/2020,98724,VG28,1200,98724,56150,56150,0,1,0.02,0.0214,0.02,0.0214,-0.0014,5046
2020,5,2020,6/3/2020,1145,98042,98042 VI35,1136996-0,205044,27228,INV1163293,204977,5/27/2020,98042,VI35,1035,98042,123760,123760,0.33,1,0.01,0.0084,0.01,0.0214,-0.0114,5046
2020,5,2020,6/13/2020,2200,98725,98725 VG28,121654A,205250,12551,73066677 RI,204963,5/27/2020,98725,VG28,1200,98725,56160,56160,0.26,1,0.02,0.0214,0.02,0.0214,-0.0014,5046
2020,5,2020,6/13/2020,1552,98823,98823 WK26,7688765081,205253,1565,3401,205103,5/27/2020,98823,WK26,200.42,98823,50000,50000,0.04,1,0,0.004,0,0.004,-0.004,5046
2020,5,2020,6/2/2020,20492,99184,99184 TC02,2535096,205024,17297,4567910,204819,5/26/2020,99184,TC02,69.21,99184,12,12,34.99,1,5.77,5.7675,5.77,5.7675,0.0025,5046
2020,5,2020,6/22/2020,2200,98724,98724 VG28,121653A,205532,12551,73065089 RI,204814,5/22/2020,98724,VG28,1200,98724,56160,56160,0.26,1,0.02,0.0214,0.02,0.0214,-0.0014,5046
2020,5,2020,6/13/2020,1257,98042,98042 VI35,5477175,205249,27228,INV1162139,204733,5/21/2020,98042,VI35,965,98042,123760,123760,0.33,1,0.01,0.0078,0.01,0.0214,-0.0114,5046
2020,5,2020,6/1/2020,2200,98723,98723 VG28,121652A,204927,12551,73063570 RI,204612,5/20/2020,98723,VG28,1200,98723,56160,56160,0.27,1,0.02,0.0214,0.02,0.0214,-0.0014,5046
2020,5,2020,5/22/2020,20492,98853,98853 LC01,2512969,204581,20440,91131090,204637,5/20/2020,98853,LC01,76.54,98853,1600,1600,3.41,0.1298,0.05,0.3685,0.37,0.217,0.153,5046
2020,5,2020,6/13/2020,1004,98659,98659 WM08,18180455,205246,20887,26496,204527,5/18/2020,98659,WM08,433.22,98659,244400,244400,0.04,1,0,0.0018,0,0.0018,-0.0018,5046
2020,5,2020,6/1/2020,2200,98722,98722 VG28,121651A,204926,12551,73062523 RI,204611,5/18/2020,98722,VG28,1200,98722,56160,56160,0.27,1,0.02,0.0214,0.02,0.0214,-0.0014,5046
2020,5,2020,6/2/2020,1552,99097,99097 LV20,5263567886,205008,15365,60240180,204818,5/15/2020,99097,LV20,231.63,99097,220,220,8.87,0.1114,1.05,9.4512,9.45,3.4227,6.0273,5046
2020,5,2020,5/26/2020,20492,99103,99103 LA27 LA42,2523228,204683,20100,672725,204504,5/15/2020,99103,LA27,108.8,99103,1780,1780,1.6,0.1214,0.06,0.5035,0.5,0.3286,0.1714,5046
2020,5,2020,5/26/2020,20492,99103,99103 LA27 LA42,2523228,204683,20100,672725,204504,5/15/2020,99103,LA42,108.8,99103,1780,882,2.58,0.1222,0.06,0.5002,0.5,0.236,0.264,5046
2020,5,2020,6/2/2020,13066,98259,98259 VK78,5509113,205012,27228,INV1158472,204506,5/14/2020,98259,VK78,775,98259,22176,22176,0.49,1,0.03,0.0349,0.03,0.07,-0.04,5046
2020,5,2020,6/1/2020,2200,98721,98721 VG21,121650A,204925,12551,73061096 RI,204489,5/14/2020,98721,VG28,1200,98721,56160,56160,0.34,1,0.02,0.0214,0.02,0.0214,-0.0014,5046
2020,5,2020,5/26/2020,1552,99033,99033 LC21,5219241020,204659,7184,583275,204425,5/14/2020,99033,LD11,167,99033,1764,1764,1.4,0.1155,0.09,0.8197,0.82,1.0982,-0.2782,5046
2020,5,2020,5/26/2020,1145,97354,97354 VA21,1135318-0,204654,18001,15746,204444,5/13/2020,97354,VA21,595,97354,5760,5760,4.99,1,0.1,0.1033,0.1,0.2257,-0.1257,5046
2020,5,2020,6/9/2020,17205,98460,98460 WK62 WK13,5029799553,205142,27228,INV1159186,204448,5/13/2020,98460,WK13,410.8,98460,251250,251250,0.04,1,0,0.0016,0,0.0007,-0.0007,5046
2020,5,2020,6/9/2020,17205,98460,98460 WK62 WK13,5029799553,205142,27228,INV1159186,204448,5/13/2020,98460,WK62,410.8,98460,631250,631250,0.04,1,0,0.0007,0,0.0003,-0.0003,5046
2020,5,2020,5/22/2020,20492,99090,99090 LA18,2519635,204584,20100,672662,204446,5/13/2020,99090,LA18,69.26,99090,900,900,2.58,0.1189,0.08,0.6472,0.65,0.4824,0.1676,5046
2020,5,2020,6/1/2020,2200,98720,98720 VG28,121649A,204924,12551,73060083 RI,204430,5/12/2020,98720,VG28,1200,98720,56160,56160,0.34,1,0.02,0.0214,0.02,0.0214,-0.0014,5046
2020,5,2020,6/11/2020,20492,98994,98994 PD56,2520002,205241,2060,I20-02312,204515,5/12/2020,98994,PD56,69.26,98994,400,400,10,470.77,0.17,0.0004,0,0.0004,-0.0004,5046
2020,5,2020,5/26/2020,1552,99033,99033 LC21,5219241020,204659,7184,583116,204246,5/12/2020,99033,LC21,167,99033,410,410,4.18,0.1289,0.41,3.1599,3.16,1.2362,1.9238,5046
2020,5,2020,6/2/2020,13066,98259,98259 VK78,5509113,205012,27228,INV1156937,204392,5/11/2020,98259,VK78,775,98259,22176,22176,0.49,1,0.03,0.0349,0.03,0.07,-0.04,5046
2020,5,2020,7/13/2020,27230,98786,98786 LO48,816067895,206010,1237,1368247,204736,5/11/2020,98786,LO48,221,98786,1449,1449,1.52,0.1475,0.15,1.034,1.03,1.021,0.009,5046
